# Species	Genes	Alg.-Conn.	s6.faa	s7.faa	s5.faa	s3.faa	s4.faa	s2.faa	s1.faa
7	7	1	lcl|NC_009782.1_prot_WP_000027919.1_2036	lcl|NC_009641.1_prot_WP_000027928.1_2098	lcl|NC_002758.2_prot_WP_000027919.1_2035	lcl|NC_017333.1_prot_WP_000027924.1_2083	lcl|NC_002745.2_prot_WP_000027919.1_1919	lcl|NC_007622.1_prot_WP_000027930.1_1982	lcl|NC_007795.1_prot_YP_500609.1_1927
7	12	0.25	lcl|NC_009782.1_prot_WP_000028662.1_458,lcl|NC_009782.1_prot_WP_001793440.1_1930	lcl|NC_009641.1_prot_WP_011443644.1_1924,lcl|NC_009641.1_prot_WP_000028628.1_463	lcl|NC_002758.2_prot_WP_001793440.1_1929,lcl|NC_002758.2_prot_WP_000028662.1_457	lcl|NC_017333.1_prot_WP_000028652.1_524	lcl|NC_002745.2_prot_WP_001793440.1_1813,lcl|NC_002745.2_prot_WP_000028663.1_430	lcl|NC_007622.1_prot_WP_000028674.1_422,lcl|NC_007622.1_prot_WP_000028674.1_1806	lcl|NC_007795.1_prot_YP_500434.1_1761
7	7	1	lcl|NC_009782.1_prot_WP_000029196.1_281	lcl|NC_009641.1_prot_WP_000029204.1_233	lcl|NC_002758.2_prot_WP_000029196.1_281	lcl|NC_017333.1_prot_WP_000029208.1_294	lcl|NC_002745.2_prot_WP_000029196.1_281	lcl|NC_007622.1_prot_WP_000029197.1_233	lcl|NC_007795.1_prot_YP_498836.1_221
7	7	1	lcl|NC_009782.1_prot_WP_000029536.1_2416	lcl|NC_009641.1_prot_WP_000029536.1_2469	lcl|NC_002758.2_prot_WP_000029536.1_2415	lcl|NC_017333.1_prot_WP_000029539.1_2404	lcl|NC_002745.2_prot_WP_000029536.1_2308	lcl|NC_007622.1_prot_WP_000029530.1_2293	lcl|NC_007795.1_prot_YP_500984.1_2283
7	7	1	lcl|NC_009782.1_prot_WP_000030072.1_2808	lcl|NC_009641.1_prot_WP_000030057.1_2860	lcl|NC_002758.2_prot_WP_000030072.1_2807	lcl|NC_017333.1_prot_WP_000030076.1_2776	lcl|NC_002745.2_prot_WP_000030072.1_2707	lcl|NC_007622.1_prot_2665	lcl|NC_007795.1_prot_YP_501377.1_2647
7	7	1	lcl|NC_009782.1_prot_WP_000030811.1_1143	lcl|NC_009641.1_prot_WP_000030812.1_1065	lcl|NC_002758.2_prot_WP_000030811.1_1142	lcl|NC_017333.1_prot_WP_000030815.1_1129	lcl|NC_002745.2_prot_WP_000030811.1_1027	lcl|NC_007622.1_prot_WP_000030809.1_1018	lcl|NC_007795.1_prot_YP_499565.1_930
7	7	1	lcl|NC_009782.1_prot_WP_000031108.1_1983	lcl|NC_009641.1_prot_WP_000031108.1_1978	lcl|NC_002758.2_prot_WP_000031108.1_1982	lcl|NC_017333.1_prot_WP_000031108.1_2031	lcl|NC_002745.2_prot_WP_000031108.1_1866	lcl|NC_007622.1_prot_WP_000031105.1_1931	lcl|NC_007795.1_prot_YP_500483.1_1808
7	7	1	lcl|NC_009782.1_prot_WP_000031262.1_277	lcl|NC_009641.1_prot_WP_000031268.1_229	lcl|NC_002758.2_prot_WP_000031262.1_277	lcl|NC_017333.1_prot_WP_000031255.1_290	lcl|NC_002745.2_prot_WP_000031262.1_277	lcl|NC_007622.1_prot_WP_000031270.1_229	lcl|NC_007795.1_prot_YP_498832.1_217
7	7	1	lcl|NC_009782.1_prot_WP_000031401.1_1191	lcl|NC_009641.1_prot_WP_000031401.1_1113	lcl|NC_002758.2_prot_WP_000031401.1_1190	lcl|NC_017333.1_prot_WP_000031403.1_1178	lcl|NC_002745.2_prot_WP_000031401.1_1075	lcl|NC_007622.1_prot_WP_000031403.1_1065	lcl|NC_007795.1_prot_YP_499612.1_977
7	7	1	lcl|NC_009782.1_prot_WP_000031490.1_502	lcl|NC_009641.1_prot_WP_000031506.1_508	lcl|NC_002758.2_prot_WP_000031490.1_501	lcl|NC_017333.1_prot_WP_000031489.1_567	lcl|NC_002745.2_prot_WP_000031490.1_474	lcl|NC_007622.1_prot_WP_000031520.1_464	lcl|NC_007795.1_prot_YP_499021.1_402
7	7	1	lcl|NC_009782.1_prot_WP_000031892.1_579	lcl|NC_009641.1_prot_WP_000031892.1_585	lcl|NC_002758.2_prot_WP_000031892.1_578	lcl|NC_017333.1_prot_WP_000031893.1_645	lcl|NC_002745.2_prot_WP_000031892.1_551	lcl|NC_007622.1_prot_WP_000031892.1_541	lcl|NC_007795.1_prot_YP_499098.1_476
7	7	1	lcl|NC_009782.1_prot_WP_000032657.1_1792	lcl|NC_009641.1_prot_WP_000032657.1_1775	lcl|NC_002758.2_prot_WP_000032657.1_1791	lcl|NC_017333.1_prot_WP_000032657.1_1833	lcl|NC_002745.2_prot_WP_000032657.1_1676	lcl|NC_007622.1_prot_WP_000032663.1_1663	lcl|NC_007795.1_prot_YP_500287.1_1623
7	7	1	lcl|NC_009782.1_prot_WP_000032740.1_1141	lcl|NC_009641.1_prot_WP_000032727.1_1063	lcl|NC_002758.2_prot_WP_000032740.1_1140	lcl|NC_017333.1_prot_WP_000032750.1_1127	lcl|NC_002745.2_prot_WP_000032740.1_1025	lcl|NC_007622.1_prot_WP_000032743.1_1016	lcl|NC_007795.1_prot_YP_499563.1_928
7	7	1	lcl|NC_009782.1_prot_WP_000032836.1_1131	lcl|NC_009641.1_prot_WP_000032836.1_1053	lcl|NC_002758.2_prot_WP_000032836.1_1130	lcl|NC_017333.1_prot_WP_000032836.1_1118	lcl|NC_002745.2_prot_WP_000032836.1_1015	lcl|NC_007622.1_prot_WP_000032837.1_1006	lcl|NC_007795.1_prot_YP_499554.1_919
7	7	1	lcl|NC_009782.1_prot_WP_000032848.1_2463	lcl|NC_009641.1_prot_WP_000032855.1_2514	lcl|NC_002758.2_prot_WP_000032848.1_2462	lcl|NC_017333.1_prot_WP_000032840.1_2449	lcl|NC_002745.2_prot_WP_000032848.1_2355	lcl|NC_007622.1_prot_WP_000032857.1_2339	lcl|NC_007795.1_prot_YP_501030.1_2326
7	7	1	lcl|NC_009782.1_prot_WP_000033477.1_1149	lcl|NC_009641.1_prot_WP_000033477.1_1071	lcl|NC_002758.2_prot_WP_000033477.1_1148	lcl|NC_017333.1_prot_WP_000033477.1_1136	lcl|NC_002745.2_prot_WP_000033477.1_1033	lcl|NC_007622.1_prot_WP_000033477.1_1025	lcl|NC_007795.1_prot_YP_499571.1_936
6	6	1	lcl|NC_009782.1_prot_WP_000034497.1_2627	lcl|NC_009641.1_prot_WP_000034507.1_2680	lcl|NC_002758.2_prot_WP_000034497.1_2626	lcl|NC_017333.1_prot_WP_000034506.1_2611	lcl|NC_002745.2_prot_WP_000034497.1_2518	*	lcl|NC_007795.1_prot_YP_501198.1_2479
7	7	1	lcl|NC_009782.1_prot_WP_000034716.1_1688	lcl|NC_009641.1_prot_WP_000034716.1_1682	lcl|NC_002758.2_prot_WP_000034716.1_1687	lcl|NC_017333.1_prot_WP_000034716.1_1741	lcl|NC_002745.2_prot_WP_000034716.1_1572	lcl|NC_007622.1_prot_WP_000034721.1_1570	lcl|NC_007795.1_prot_YP_500193.1_1533
6	6	1	lcl|NC_009782.1_prot_WP_000034728.1_552	lcl|NC_009641.1_prot_WP_000034728.1_558	lcl|NC_002758.2_prot_WP_000034728.1_551	lcl|NC_017333.1_prot_WP_000034728.1_616	lcl|NC_002745.2_prot_WP_000034728.1_524	*	lcl|NC_007795.1_prot_YP_499072.1_451
7	7	1	lcl|NC_009782.1_prot_WP_000034961.1_219	lcl|NC_009641.1_prot_WP_000034961.1_170	lcl|NC_002758.2_prot_WP_000034961.1_219	lcl|NC_017333.1_prot_WP_000034961.1_226	lcl|NC_002745.2_prot_WP_000034961.1_219	lcl|NC_007622.1_prot_WP_000034968.1_169	lcl|NC_007795.1_prot_YP_498773.1_161
7	7	1	lcl|NC_009782.1_prot_WP_000035058.1_1023	lcl|NC_009641.1_prot_WP_000035058.1_942	lcl|NC_002758.2_prot_WP_000035058.1_1022	lcl|NC_017333.1_prot_WP_000035058.1_987	lcl|NC_002745.2_prot_WP_000035058.1_907	lcl|NC_007622.1_prot_WP_000035058.1_893	lcl|NC_007795.1_prot_YP_499444.1_812
7	7	1	lcl|NC_009782.1_prot_WP_000035320.1_1168	lcl|NC_009641.1_prot_WP_000035320.1_1090	lcl|NC_002758.2_prot_WP_000035320.1_1167	lcl|NC_017333.1_prot_WP_000035325.1_1155	lcl|NC_002745.2_prot_WP_000035320.1_1052	lcl|NC_007622.1_prot_WP_000035324.1_1042	lcl|NC_007795.1_prot_YP_499589.1_954
7	7	1	lcl|NC_009782.1_prot_WP_000036002.1_2285	lcl|NC_009641.1_prot_WP_000036005.1_2336	lcl|NC_002758.2_prot_WP_000036002.1_2284	lcl|NC_017333.1_prot_WP_000036005.1_2261	lcl|NC_002745.2_prot_WP_000036002.1_2169	lcl|NC_007622.1_prot_WP_000036005.1_2168	lcl|NC_007795.1_prot_YP_500843.1_2151
7	7	1	lcl|NC_009782.1_prot_WP_000036076.1_2460	lcl|NC_009641.1_prot_WP_000036076.1_2511	lcl|NC_002758.2_prot_WP_000036076.1_2459	lcl|NC_017333.1_prot_WP_000036076.1_2446	lcl|NC_002745.2_prot_WP_000036076.1_2352	lcl|NC_007622.1_prot_WP_000036076.1_2336	lcl|NC_007795.1_prot_YP_501027.1_2324
6	6	1	lcl|NC_009782.1_prot_WP_000036086.1_659	lcl|NC_009641.1_prot_WP_000036088.1_679	lcl|NC_002758.2_prot_WP_000036086.1_658	lcl|NC_017333.1_prot_WP_000047744.1_733	lcl|NC_002745.2_prot_WP_000036086.1_631	lcl|NC_007622.1_prot_WP_000036086.1_627	*
7	7	1	lcl|NC_009782.1_prot_WP_000036330.1_111	lcl|NC_009641.1_prot_WP_000036327.1_62	lcl|NC_002758.2_prot_WP_000036330.1_111	lcl|NC_017333.1_prot_WP_000036334.1_124	lcl|NC_002745.2_prot_WP_000036330.1_111	lcl|NC_007622.1_prot_WP_000036329.1_57	lcl|NC_007795.1_prot_YP_498668.1_60
7	7	1	lcl|NC_009782.1_prot_WP_000036633.1_1353	lcl|NC_009641.1_prot_WP_000036631.1_1338	lcl|NC_002758.2_prot_WP_000036633.1_1352	lcl|NC_017333.1_prot_WP_000036631.1_1340	lcl|NC_002745.2_prot_WP_000036633.1_1237	lcl|NC_007622.1_prot_WP_000036631.1_1226	lcl|NC_007795.1_prot_YP_499775.1_1133
7	7	1	lcl|NC_009782.1_prot_WP_000037068.1_2015	lcl|NC_009641.1_prot_WP_000037075.1_2076	lcl|NC_002758.2_prot_WP_000037068.1_2014	lcl|NC_017333.1_prot_WP_000037081.1_2062	lcl|NC_002745.2_prot_WP_000037075.1_1898	lcl|NC_007622.1_prot_WP_000037066.1_1961	lcl|NC_007795.1_prot_YP_500588.1_1907
7	7	1	lcl|NC_009782.1_prot_WP_000037332.1_154	lcl|NC_009641.1_prot_WP_000037332.1_112	lcl|NC_002758.2_prot_WP_000037332.1_154	lcl|NC_017333.1_prot_WP_000037331.1_168	lcl|NC_002745.2_prot_WP_000037322.1_154	lcl|NC_007622.1_prot_WP_000037326.1_104	lcl|NC_007795.1_prot_YP_498715.1_103
5	5	1	lcl|NC_009782.1_prot_WP_000038240.1_2666	lcl|NC_009641.1_prot_WP_000038231.1_2720	lcl|NC_002758.2_prot_WP_000038240.1_2665	*	lcl|NC_002745.2_prot_WP_000038240.1_2557	*	lcl|NC_007795.1_prot_YP_501235.1_2514
7	7	1	lcl|NC_009782.1_prot_WP_000038527.1_291	lcl|NC_009641.1_prot_244	lcl|NC_002758.2_prot_WP_000038527.1_291	lcl|NC_017333.1_prot_WP_000038540.1_303	lcl|NC_002745.2_prot_WP_000038527.1_291	lcl|NC_007622.1_prot_WP_000038507.1_243	lcl|NC_007795.1_prot_YP_498847.1_231
7	7	1	lcl|NC_009782.1_prot_WP_000040049.1_1157	lcl|NC_009641.1_prot_WP_000040054.1_1079	lcl|NC_002758.2_prot_WP_000040049.1_1156	lcl|NC_017333.1_prot_WP_000040043.1_1144	lcl|NC_002745.2_prot_WP_000040051.1_1041	lcl|NC_007622.1_prot_WP_000040056.1_1032	lcl|NC_007795.1_prot_YP_499578.1_943
7	7	1	lcl|NC_009782.1_prot_WP_000040065.1_1830	lcl|NC_009641.1_prot_WP_000040069.1_1812	lcl|NC_002758.2_prot_WP_000040065.1_1829	lcl|NC_017333.1_prot_WP_000040067.1_1870	lcl|NC_002745.2_prot_WP_000040063.1_1713	lcl|NC_007622.1_prot_WP_000040069.1_1700	lcl|NC_007795.1_prot_YP_500325.1_1658
7	7	1	lcl|NC_009782.1_prot_WP_000040588.1_2658	lcl|NC_009641.1_prot_WP_000040580.1_2711	lcl|NC_002758.2_prot_WP_000040588.1_2657	lcl|NC_017333.1_prot_WP_000040594.1_2636	lcl|NC_002745.2_prot_WP_000040588.1_2549	lcl|NC_007622.1_prot_WP_000040582.1_2529	lcl|NC_007795.1_prot_YP_501227.1_2506
7	7	1	lcl|NC_009782.1_prot_WP_000040866.1_2050	lcl|NC_009641.1_prot_WP_000040873.1_2112	lcl|NC_002758.2_prot_WP_000040866.1_2049	lcl|NC_017333.1_prot_WP_000040870.1_2096	lcl|NC_002745.2_prot_WP_000040866.1_1933	lcl|NC_007622.1_prot_WP_000040872.1_1997	lcl|NC_007795.1_prot_YP_500622.1_1940
6	6	1	lcl|NC_009782.1_prot_WP_000041880.1_440	lcl|NC_009641.1_prot_WP_000041883.1_443	lcl|NC_002758.2_prot_WP_000041880.1_440	lcl|NC_017333.1_prot_WP_000041886.1_508	lcl|NC_002745.2_prot_WP_000041880.1_412	*	lcl|NC_007795.1_prot_YP_498966.1_348
7	7	1	lcl|NC_009782.1_prot_WP_000041897.1_1248	lcl|NC_009641.1_prot_WP_000041896.1_1233	lcl|NC_002758.2_prot_WP_000041897.1_1247	lcl|NC_017333.1_prot_WP_001231534.1_1235	lcl|NC_002745.2_prot_WP_000041897.1_1132	lcl|NC_007622.1_prot_WP_001038856.1_1121	lcl|NC_007795.1_prot_YP_499668.1_1030
7	7	1	lcl|NC_009782.1_prot_WP_000043238.1_1318	lcl|NC_009641.1_prot_WP_000043237.1_1303	lcl|NC_002758.2_prot_WP_000043238.1_1317	lcl|NC_017333.1_prot_WP_000043237.1_1304	lcl|NC_002745.2_prot_WP_000043237.1_1202	lcl|NC_007622.1_prot_WP_000043234.1_1192	lcl|NC_007795.1_prot_YP_499740.1_1100
7	7	1	lcl|NC_009782.1_prot_WP_000043635.1_1357	lcl|NC_009641.1_prot_WP_000043634.1_1342	lcl|NC_002758.2_prot_WP_000043635.1_1356	lcl|NC_017333.1_prot_WP_000043635.1_1344	lcl|NC_002745.2_prot_WP_000043635.1_1241	lcl|NC_007622.1_prot_WP_000043635.1_1230	lcl|NC_007795.1_prot_YP_499779.1_1137
6	6	1	lcl|NC_009782.1_prot_WP_000044362.1_2364	lcl|NC_009641.1_prot_WP_000044363.1_2419	lcl|NC_002758.2_prot_WP_000044362.1_2363	lcl|NC_017333.1_prot_WP_000044371.1_2358	lcl|NC_002745.2_prot_WP_000044362.1_2256	*	lcl|NC_007795.1_prot_YP_500933.1_2233
6	6	1	lcl|NC_009782.1_prot_WP_000044547.1_2868	lcl|NC_009641.1_prot_WP_000044533.1_2921	lcl|NC_002758.2_prot_WP_000044547.1_2867	lcl|NC_017333.1_prot_WP_000044561.1_2835	lcl|NC_002745.2_prot_WP_000044547.1_2767	*	lcl|NC_007795.1_prot_YP_501439.1_2707
7	7	1	lcl|NC_009782.1_prot_WP_000044799.1_1741	lcl|NC_009641.1_prot_WP_000044799.1_1732	lcl|NC_002758.2_prot_WP_000044799.1_1740	lcl|NC_017333.1_prot_WP_000044794.1_1790	lcl|NC_002745.2_prot_WP_000044799.1_1625	lcl|NC_007622.1_prot_WP_000044799.1_1620	lcl|NC_007795.1_prot_YP_500245.1_1580
7	7	1	lcl|NC_009782.1_prot_WP_000046076.1_1010	lcl|NC_009641.1_prot_WP_000046076.1_929	lcl|NC_002758.2_prot_WP_000046076.1_1009	lcl|NC_017333.1_prot_WP_000046072.1_974	lcl|NC_002745.2_prot_WP_000046076.1_894	lcl|NC_007622.1_prot_WP_000046084.1_879	lcl|NC_007795.1_prot_YP_499431.1_799
7	7	1	lcl|NC_009782.1_prot_WP_000046602.1_2283	lcl|NC_009641.1_prot_WP_000046602.1_2334	lcl|NC_002758.2_prot_WP_000046602.1_2282	lcl|NC_017333.1_prot_WP_000046613.1_2259	lcl|NC_002745.2_prot_WP_000046602.1_2167	lcl|NC_007622.1_prot_WP_000046602.1_2166	lcl|NC_007795.1_prot_YP_500841.1_2149
7	7	1	lcl|NC_009782.1_prot_WP_000047009.1_2352	lcl|NC_009641.1_prot_WP_000047009.1_2406	lcl|NC_002758.2_prot_WP_000047009.1_2351	lcl|NC_017333.1_prot_WP_000047012.1_2343	lcl|NC_002745.2_prot_WP_000047009.1_2244	lcl|NC_007622.1_prot_WP_000047024.1_2233	lcl|NC_007795.1_prot_YP_500919.1_2219
7	7	1	lcl|NC_009782.1_prot_WP_000047255.1_2329	lcl|NC_009641.1_prot_WP_000047255.1_2382	lcl|NC_002758.2_prot_WP_000047255.1_2328	lcl|NC_017333.1_prot_WP_000047256.1_2320	lcl|NC_002745.2_prot_WP_000047255.1_2221	lcl|NC_007622.1_prot_WP_000047124.1_2210	lcl|NC_007795.1_prot_YP_500893.1_2196
7	7	1	lcl|NC_009782.1_prot_WP_000047343.1_1314	lcl|NC_009641.1_prot_WP_000047348.1_1299	lcl|NC_002758.2_prot_WP_000047343.1_1313	lcl|NC_017333.1_prot_WP_000047357.1_1300	lcl|NC_002745.2_prot_WP_000047343.1_1198	lcl|NC_007622.1_prot_WP_000047353.1_1188	lcl|NC_007795.1_prot_YP_499736.1_1096
7	7	1	lcl|NC_009782.1_prot_WP_000047811.1_2206	lcl|NC_009641.1_prot_WP_000047820.1_2258	lcl|NC_002758.2_prot_WP_000047811.1_2205	lcl|NC_017333.1_prot_WP_000047829.1_2183	lcl|NC_002745.2_prot_WP_000047811.1_2090	lcl|NC_007622.1_prot_WP_000047832.1_2091	lcl|NC_007795.1_prot_YP_500764.1_2075
7	7	1	lcl|NC_009782.1_prot_WP_000048060.1_1683	lcl|NC_009641.1_prot_WP_000048060.1_1677	lcl|NC_002758.2_prot_WP_000048060.1_1682	lcl|NC_017333.1_prot_WP_000048060.1_1736	lcl|NC_002745.2_prot_WP_000048060.1_1567	lcl|NC_007622.1_prot_WP_000048060.1_1565	lcl|NC_007795.1_prot_YP_500188.1_1528
7	7	1	lcl|NC_009782.1_prot_WP_000048712.1_2270	lcl|NC_009641.1_prot_WP_000048712.1_2321	lcl|NC_002758.2_prot_WP_000048712.1_2269	lcl|NC_017333.1_prot_WP_000048712.1_2246	lcl|NC_002745.2_prot_WP_000048712.1_2154	lcl|NC_007622.1_prot_WP_000048712.1_2153	lcl|NC_007795.1_prot_YP_500829.1_2137
7	7	1	lcl|NC_009782.1_prot_WP_000049145.1_1797	lcl|NC_009641.1_prot_WP_000049154.1_1780	lcl|NC_002758.2_prot_WP_000049145.1_1796	lcl|NC_017333.1_prot_WP_000049156.1_1838	lcl|NC_002745.2_prot_WP_000049145.1_1681	lcl|NC_007622.1_prot_WP_000049148.1_1668	lcl|NC_007795.1_prot_YP_500292.1_1628
7	7	1	lcl|NC_009782.1_prot_WP_000049484.1_1230	lcl|NC_009641.1_prot_WP_000049489.1_1217	lcl|NC_002758.2_prot_WP_000049484.1_1229	lcl|NC_017333.1_prot_WP_000049494.1_1219	lcl|NC_002745.2_prot_WP_000049484.1_1114	lcl|NC_007622.1_prot_WP_000049484.1_1105	lcl|NC_007795.1_prot_YP_499652.1_1015
7	7	1	lcl|NC_009782.1_prot_WP_000049921.1_1559	lcl|NC_009641.1_prot_WP_000049919.1_1552	lcl|NC_002758.2_prot_WP_000049921.1_1558	lcl|NC_017333.1_prot_WP_000049916.1_1541	lcl|NC_002745.2_prot_WP_000049921.1_1443	lcl|NC_007622.1_prot_WP_000049925.1_1437	lcl|NC_007795.1_prot_YP_499991.1_1336
7	7	1	lcl|NC_009782.1_prot_WP_000050760.1_345	lcl|NC_009641.1_prot_WP_000050762.1_376	lcl|NC_002758.2_prot_WP_000050760.1_345	lcl|NC_017333.1_prot_WP_000050762.1_427	lcl|NC_002745.2_prot_WP_000050760.1_345	lcl|NC_007622.1_prot_WP_000050761.1_312	lcl|NC_007795.1_prot_YP_498902.1_285
7	7	1	lcl|NC_009782.1_prot_WP_000051210.1_2421	lcl|NC_009641.1_prot_WP_000051206.1_2473	lcl|NC_002758.2_prot_WP_000051210.1_2420	lcl|NC_017333.1_prot_WP_000051210.1_2409	lcl|NC_002745.2_prot_WP_000051210.1_2313	lcl|NC_007622.1_prot_WP_000051210.1_2297	lcl|NC_007795.1_prot_YP_500988.1_2287
7	7	1	lcl|NC_009782.1_prot_WP_000052076.1_879	lcl|NC_009641.1_prot_WP_000052077.1_875	lcl|NC_002758.2_prot_WP_000052076.1_878	lcl|NC_017333.1_prot_WP_000052076.1_921	lcl|NC_002745.2_prot_WP_000052076.1_828	lcl|NC_007622.1_prot_WP_000052076.1_818	lcl|NC_007795.1_prot_YP_499378.1_746
7	7	1	lcl|NC_009782.1_prot_WP_000052315.1_1480	lcl|NC_009641.1_prot_WP_000052317.1_1471	lcl|NC_002758.2_prot_WP_000052315.1_1479	lcl|NC_017333.1_prot_WP_000052308.1_1460	lcl|NC_002745.2_prot_WP_000052315.1_1364	lcl|NC_007622.1_prot_WP_000052324.1_1351	lcl|NC_007795.1_prot_YP_499905.1_1259
6	6	1	lcl|NC_009782.1_prot_WP_000052590.1_1364	lcl|NC_009641.1_prot_WP_000052590.1_1349	lcl|NC_002758.2_prot_WP_000052590.1_1363	lcl|NC_017333.1_prot_WP_000052590.1_1351	lcl|NC_002745.2_prot_WP_000052590.1_1248	*	lcl|NC_007795.1_prot_YP_499785.1_1143
7	7	1	lcl|NC_009782.1_prot_WP_000052781.1_399	lcl|NC_009641.1_prot_WP_000052781.1_430	lcl|NC_002758.2_prot_WP_000052781.1_399	lcl|NC_017333.1_prot_WP_000052781.1_479	lcl|NC_002745.2_prot_WP_000052781.1_398	lcl|NC_007622.1_prot_WP_000052781.1_365	lcl|NC_007795.1_prot_YP_498954.1_336
7	7	1	lcl|NC_009782.1_prot_WP_000054612.1_1021	lcl|NC_009641.1_prot_WP_000054609.1_940	lcl|NC_002758.2_prot_WP_000054612.1_1020	lcl|NC_017333.1_prot_WP_000054606.1_985	lcl|NC_002745.2_prot_WP_000054612.1_905	lcl|NC_007622.1_prot_WP_000054620.1_891	lcl|NC_007795.1_prot_YP_499442.1_810
7	7	1	lcl|NC_009782.1_prot_WP_000055337.1_1340	lcl|NC_009641.1_prot_WP_000055337.1_1325	lcl|NC_002758.2_prot_WP_000055337.1_1339	lcl|NC_017333.1_prot_WP_000055337.1_1327	lcl|NC_002745.2_prot_WP_000055337.1_1224	lcl|NC_007622.1_prot_WP_000055336.1_1213	lcl|NC_007795.1_prot_YP_499763.1_1122
7	7	1	lcl|NC_009782.1_prot_WP_000055856.1_2778	lcl|NC_009641.1_prot_WP_000055846.1_2832	lcl|NC_002758.2_prot_WP_000055856.1_2777	lcl|NC_017333.1_prot_WP_000055858.1_2750	lcl|NC_002745.2_prot_WP_000055856.1_2669	lcl|NC_007622.1_prot_WP_000055851.1_2638	lcl|NC_007795.1_prot_YP_501349.1_2622
7	7	1	lcl|NC_009782.1_prot_WP_000057330.1_1345	lcl|NC_009641.1_prot_WP_000057329.1_1330	lcl|NC_002758.2_prot_WP_000057330.1_1344	lcl|NC_017333.1_prot_WP_000057330.1_1332	lcl|NC_002745.2_prot_WP_000057330.1_1229	lcl|NC_007622.1_prot_WP_000057330.1_1218	lcl|NC_007795.1_prot_YP_499768.1_1126
7	7	1	lcl|NC_009782.1_prot_WP_000057543.1_816	lcl|NC_009641.1_prot_WP_000057548.1_836	lcl|NC_002758.2_prot_WP_000057543.1_815	lcl|NC_017333.1_prot_WP_000057561.1_885	lcl|NC_002745.2_prot_WP_000057543.1_788	lcl|NC_007622.1_prot_WP_000057567.1_780	lcl|NC_007795.1_prot_YP_499341.1_712
7	7	1	lcl|NC_009782.1_prot_WP_000057594.1_545	lcl|NC_009641.1_prot_WP_000057594.1_551	lcl|NC_002758.2_prot_WP_000057594.1_544	lcl|NC_017333.1_prot_WP_000057594.1_609	lcl|NC_002745.2_prot_WP_000057594.1_517	lcl|NC_007622.1_prot_WP_000057593.1_506	lcl|NC_007795.1_prot_YP_499065.1_444
7	7	1	lcl|NC_009782.1_prot_WP_000058389.1_1819	lcl|NC_009641.1_prot_WP_000058383.1_1802	lcl|NC_002758.2_prot_WP_000058389.1_1818	lcl|NC_017333.1_prot_WP_000058389.1_1859	lcl|NC_002745.2_prot_WP_000058389.1_1702	lcl|NC_007622.1_prot_WP_000058389.1_1689	lcl|NC_007795.1_prot_YP_500315.1_1648
6	7	0.429	lcl|NC_009782.1_prot_WP_000058632.1_948	lcl|NC_009641.1_prot_WP_000162700.1_2033,lcl|NC_009641.1_prot_WP_000162700.1_1162	lcl|NC_002758.2_prot_WP_000058632.1_947	lcl|NC_017333.1_prot_WP_014532488.1_1611	*	lcl|NC_007622.1_prot_WP_000058634.1_1867	lcl|NC_007795.1_prot_YP_500544.1_1864
7	7	1	lcl|NC_009782.1_prot_WP_000060771.1_661	lcl|NC_009641.1_prot_WP_000060776.1_681	lcl|NC_002758.2_prot_WP_000060771.1_660	lcl|NC_017333.1_prot_WP_000060757.1_735	lcl|NC_002745.2_prot_WP_000060771.1_633	lcl|NC_007622.1_prot_WP_000060763.1_629	lcl|NC_007795.1_prot_YP_499187.1_563
7	7	1	lcl|NC_009782.1_prot_WP_000062407.1_1076	lcl|NC_009641.1_prot_WP_000062417.1_997	lcl|NC_002758.2_prot_WP_000062407.1_1075	lcl|NC_017333.1_prot_WP_000062407.1_1063	lcl|NC_002745.2_prot_WP_000062407.1_960	lcl|NC_007622.1_prot_WP_000062407.1_949	lcl|NC_007795.1_prot_YP_499498.1_865
7	7	1	lcl|NC_009782.1_prot_WP_000063580.1_1989	lcl|NC_009641.1_prot_WP_000063582.1_1984	lcl|NC_002758.2_prot_WP_000063580.1_1988	lcl|NC_017333.1_prot_WP_000063551.1_2037	lcl|NC_002745.2_prot_WP_000063580.1_1872	lcl|NC_007622.1_prot_WP_000063555.1_1937	lcl|NC_007795.1_prot_YP_500489.1_1814
7	7	1	lcl|NC_009782.1_prot_WP_000064078.1_1598	lcl|NC_009641.1_prot_WP_000064078.1_1593	lcl|NC_002758.2_prot_WP_000064078.1_1597	lcl|NC_017333.1_prot_WP_000064078.1_1652	lcl|NC_002745.2_prot_WP_000064078.1_1482	lcl|NC_007622.1_prot_1473	lcl|NC_007795.1_prot_YP_500101.1_1444
7	7	1	lcl|NC_009782.1_prot_WP_000064214.1_1151	lcl|NC_009641.1_prot_WP_000064214.1_1073	lcl|NC_002758.2_prot_WP_000064214.1_1150	lcl|NC_017333.1_prot_WP_000064214.1_1138	lcl|NC_002745.2_prot_WP_000064214.1_1035	lcl|NC_007622.1_prot_WP_000064216.1_1026	lcl|NC_007795.1_prot_YP_499573.1_938
7	7	1	lcl|NC_009782.1_prot_WP_000064778.1_1540	lcl|NC_009641.1_prot_WP_000064778.1_1533	lcl|NC_002758.2_prot_WP_000064778.1_1539	lcl|NC_017333.1_prot_WP_000064778.1_1522	lcl|NC_002745.2_prot_WP_000064778.1_1424	lcl|NC_007622.1_prot_1418	lcl|NC_007795.1_prot_YP_499971.1_1318
