number Species	Genes	Alg.-Conn.	r1.faa	r2.faa	r3.faa	r4.faa	r5.faa	r6.faa	r7.faa
4	4	0.86	WP_010977540.1	*	WP_011477686.1	WP_012262514.1	WP_053351090.1	*	*
4	4	0.85	WP_010977336.1	*	WP_011477393.1	WP_012262421.1	WP_014392442.1	*	*
4	4	0.848	WP_012719929.1	WP_081420750.1	*	*	WP_012719929.1	*	WP_014607256.1
4	4	0.834	WP_010977476.1	*	WP_011477361.1	WP_012151035.1	WP_014392358.1	*	*
4	4	0.83	WP_010977616.1	*	WP_011476941.1	WP_012151180.1	WP_053351104.1	*	*
4	4	0.825	*	WP_011190921.1	WP_011477390.1	*	*	NP_220855.1	WP_014411791.1
4	4	0.821	WP_010977058.1	*	WP_011476969.1	WP_012150613.1	WP_014392051.1	*	*
4	4	0.82	WP_010977562.1	*	WP_011477132.1	WP_012151118.1	WP_045800462.1	*	*
4	4	0.798	WP_004997590.1	*	WP_011476883.1	WP_012151227.1	WP_053351114.1	*	*
4	4	0.79	WP_010977105.1	*	WP_011477374.1	WP_012262327.1	WP_014392096.1	*	*
4	4	0.79	WP_014419854.1	*	WP_011477251.1	WP_012150981.1	WP_014392410.1	*	*
4	4	0.782	*	WP_044286909.1	WP_041804603.1	WP_012151220.1	WP_014392695.1	*	*
4	4	0.741	WP_010977400.1	*	WP_011477160.1	WP_012262449.1	WP_014392485.1	*	*
4	4	0.732	WP_004998377.1	*	WP_041804690.1	WP_012150887.1	WP_014392314.1	*	*
4	4	0.725	WP_010977401.1	*	WP_011477159.1	WP_012150963.1	WP_014392486.1	*	*
4	4	0.688	WP_010977302.1	*	WP_011477613.1	WP_012262405.1	WP_053351011.1	*	*
4	4	0.681	*	WP_011190683.1	WP_011476929.1	*	*	NP_220609.1	WP_004598572.1
4	4	0.679	*	WP_011191059.1	WP_011477693.1	*	*	YP_008550186.1	WP_004596269.1
4	4	0.669	*	WP_011190955.1	WP_081423323.1	*	*	NP_220892.1	WP_004597783.1
4	4	0.664	*	WP_011190887.1	WP_011477897.1	*	*	NP_220820.1	WP_004599472.1
4	4	0.661	WP_010977262.1	*	WP_011477291.1	WP_012150828.1	WP_014392252.1	*	*
4	4	0.633	WP_004996088.1	*	WP_011477479.1	WP_012150644.1	WP_014392078.1	*	*
4	4	0.609	*	WP_011190825.1	WP_011477534.1	*	*	NP_220757.1	WP_010886278.1
4	4	0.592	WP_010976993.1	*	WP_011477617.1	WP_012262284.1	WP_014391985.1	*	*
4	4	0.588	*	WP_014419404.1	WP_011477799.1	*	*	NP_220557.1	WP_010886221.1
4	4	0.588	WP_071597795.1	*	WP_041804725.1	WP_075807908.1	WP_041860519.1	*	*
4	4	0.55	WP_010976940.1	*	WP_045799014.1	WP_012150496.1	WP_041860492.1	*	*
4	4	0.538	WP_010977434.1	*	WP_049749286.1	WP_012151002.1	WP_045800549.1	*	*
4	4	0.452	WP_041471735.1	*	WP_011477521.1	WP_012262501.1	WP_053351084.1	*	*
4	4	0.368	WP_010977858.1	*	WP_081423315.1	WP_075807933.1	WP_014391616.1	*	*
4	4	0.293	WP_010977687.1	*	WP_011477341.1	WP_012151245.1	WP_014392720.1	*	*
4	4	0.286	WP_010977714.1	*	WP_011478024.1	WP_075807931.1	WP_024547389.1	*	*
4	4	0.227	WP_010976853.1	*	WP_011477042.1	WP_012262225.1	WP_014391853.1	*	*
4	4	0.214	WP_081420741.1	*	WP_011477337.1	WP_080508242.1	WP_082066713.1	*	*
4	4	0.143	WP_010977064.1	*	WP_011477076.1	WP_012150622.1	WP_082066696.1	*	*
4	4	0.112	WP_081420727.1	*	WP_081423350.1	WP_075807927.1	WP_081120772.1	*	*
4	4	0.109	WP_081420707.1	*	WP_041804619.1	WP_080508219.1	WP_082066697.1	*	*
3	4	0.283	WP_014273451.1	*	WP_081178353.1,WP_081423351.1	WP_080508221.1	*	*	*
3	4	0.269	WP_016830727.1	*	WP_011477590.1,WP_041804917.1	WP_012150708.1	*	*	*
3	4	0.202	WP_071597788.1	*	*	WP_012262303.1	WP_081120940.1,WP_081120993.1	*	*
3	4	0.157	WP_010977726.1	*	WP_081423342.1,WP_011477481.1	WP_075807961.1	*	*	*
3	4	0.147	WP_004997182.1	*	WP_011477584.1,WP_011477586.1	WP_012262628.1	*	*	*
3	3	0.99	*	WP_011190502.1	*	*	*	NP_220501.1	WP_004597142.1
3	3	0.988	*	WP_011190794.1	*	*	*	NP_220723.1	WP_004597466.1
3	3	0.987	*	WP_011191237.1	*	*	*	NP_221169.1	WP_004599665.1
3	3	0.978	*	WP_011190790.1	*	*	*	NP_220719.1	WP_004597462.1
3	3	0.97	*	WP_011190793.1	*	*	*	NP_220722.1	WP_004599412.1
3	3	0.964	WP_032850500.1	*	WP_012151886.1	*	WP_045800407.1	*	*
3	3	0.962	*	WP_011190791.1	*	*	*	NP_220720.1	WP_004597463.1
3	3	0.955	*	WP_011191123.1	*	*	*	NP_221052.1	WP_010886349.1
3	3	0.954	WP_010977232.1	*	WP_011477886.1	WP_012150793.1	*	*	*
3	3	0.952	WP_016830573.1	*	*	WP_012262646.1	WP_082066679.1	*	*
3	3	0.95	*	WP_011190636.1	*	*	*	NP_220564.1	WP_004595908.1
3	3	0.941	*	WP_011190792.1	*	*	*	NP_220721.1	WP_010886267.1
3	3	0.933	WP_010976746.1	*	*	WP_012150288.1	WP_014391747.1	*	*
3	3	0.925	WP_010976801.1	*	*	WP_012150344.1	WP_014391803.1	*	*
3	3	0.924	WP_010977875.1	*	*	WP_012151424.1	WP_045800108.1	*	*
3	3	0.914	WP_010977386.1	*	*	WP_012150873.1	WP_082066706.1	*	*
3	3	0.91	*	WP_011190733.1	*	*	*	NP_220661.1	WP_004597345.1
3	3	0.91	WP_010977898.1	*	*	WP_012151450.1	WP_053350867.1	*	*
3	3	0.908	WP_071597807.1	*	*	WP_012262502.1	WP_081120754.1	*	*
3	3	0.905	WP_081420747.1	*	*	WP_080508248.1	WP_014391656.1	*	*
3	3	0.901	WP_010976954.1	*	*	WP_012150511.1	WP_053350929.1	*	*
3	3	0.901	WP_010977911.1	*	*	WP_012151466.1	WP_014391670.1	*	*
3	3	0.901	WP_029374444.1	*	*	WP_012150625.1	WP_045800527.1	*	*
3	3	0.901	WP_049824309.1	*	*	WP_012150662.1	WP_053350959.1	*	*
3	3	0.9	WP_010977592.1	*	*	WP_012151156.1	WP_014392639.1	*	*
3	3	0.897	WP_014410558.1	*	*	WP_012262316.1	WP_014392206.1	*	*
3	3	0.896	WP_081420728.1	*	WP_011476884.1	WP_012151228.1	*	*	*
3	3	0.893	WP_029374430.1	*	WP_011477835.1	*	WP_053350896.1	*	*
3	3	0.892	WP_010977150.1	*	WP_011477870.1	WP_010977150.1	*	*	*
3	3	0.891	WP_010977250.1	*	*	WP_012150813.1	WP_045800537.1	*	*
3	3	0.891	WP_010977429.1	*	WP_011477278.1	WP_012150997.1	*	*	*
3	3	0.891	WP_014410684.1	*	*	WP_012150795.1	WP_045800312.1	*	*
3	3	0.891	WP_071597835.1	*	*	WP_012150825.1	WP_053351141.1	*	*
3	3	0.89	WP_010977772.1	*	*	WP_012262594.1	WP_014392790.1	*	*
3	3	0.889	WP_016830698.1	*	*	WP_041472426.1	WP_041860501.1	*	*
3	3	0.888	WP_010977373.1	*	*	WP_012150885.1	WP_041860601.1	*	*
3	3	0.887	*	WP_014419420.1	*	*	*	NP_220662.1	WP_004599377.1
3	3	0.882	WP_014410509.1	*	*	WP_014362312.1	WP_014392013.1	*	*
3	3	0.88	*	*	WP_041804889.1	WP_041472484.1	WP_041860631.1	*	*
3	3	0.879	WP_081420724.1	*	*	WP_012262526.1	WP_081120957.1	*	*
3	3	0.878	WP_010977690.1	*	*	WP_012151249.1	WP_041860540.1	*	*
3	3	0.877	WP_004995615.1	*	*	WP_012150876.1	WP_081120929.1	*	*
3	3	0.874	WP_071597783.1	*	WP_011477232.1	WP_012150497.1	*	*	*
3	3	0.87	WP_010977773.1	*	*	WP_012262595.1	WP_014392791.1	*	*
3	3	0.869	WP_071597769.1	*	*	WP_012262184.1	WP_081120827.1	*	*
3	3	0.867	WP_071597803.1	*	WP_011476996.1	WP_014362352.1	*	*	*
3	3	0.861	WP_010977047.1	*	*	WP_012150604.1	WP_045800523.1	*	*
3	3	0.861	WP_010977432.1	*	*	WP_012262463.1	WP_053351035.1	*	*
3	3	0.86	WP_010977049.1	*	*	WP_012150605.1	WP_053350951.1	*	*
3	3	0.859	WP_010977320.1	*	*	WP_012150940.1	WP_045799445.1	*	*
3	3	0.858	WP_012719816.1	*	*	WP_075807916.1	WP_045800384.1	*	*
3	3	0.856	WP_010977839.1	*	*	WP_012151386.1	WP_014392846.1	*	*
3	3	0.854	WP_010976875.1	*	*	WP_012150425.1	WP_053350910.1	*	*
3	3	0.853	WP_071597828.1	*	*	WP_075807941.1	WP_041860567.1	*	*
3	3	0.852	WP_010977472.1	*	WP_011477360.1	WP_012151030.1	*	*	*
3	3	0.851	WP_071597821.1	*	*	WP_012262598.1	WP_082262806.1	*	*
3	3	0.848	WP_010977419.1	*	*	WP_012150984.1	WP_053351037.1	*	*
3	3	0.844	WP_081420704.1	*	*	WP_080508211.1	WP_081120846.1	*	*
3	3	0.842	WP_010976873.1	*	*	WP_012262235.1	WP_053350909.1	*	*
3	3	0.842	WP_010977528.1	*	*	WP_014273656.1	WP_041860526.1	*	*
3	3	0.84	WP_010977650.1	*	*	WP_012262557.1	WP_014392683.1	*	*
3	3	0.839	WP_010976721.1	*	*	WP_012262181.1	WP_041860474.1	*	*
3	3	0.835	WP_010977755.1	*	*	WP_012151306.1	WP_014392778.1	*	*
3	3	0.833	WP_010977305.1	*	*	WP_012150956.1	WP_045800405.1	*	*
3	3	0.831	WP_071597818.1	*	WP_011477963.1	WP_012151257.1	*	*	*
3	3	0.83	WP_071597833.1	*	*	WP_075807947.1	WP_081121001.1	*	*
3	3	0.829	WP_041471706.1	*	*	WP_041472470.1	WP_053351139.1	*	*
3	3	0.826	WP_010976816.1	*	WP_011477927.1	WP_012150360.1	*	*	*
3	3	0.826	WP_014362268.1	*	*	WP_014362268.1	WP_081120834.1	*	*
3	3	0.82	WP_014410406.1	*	*	WP_041472421.1	WP_053350913.1	*	*
3	3	0.816	WP_010977034.1	*	WP_011477680.1	WP_012150591.1	*	*	*
3	3	0.812	*	*	WP_011476865.1	*	*	NP_220413.1	WP_004599704.1
3	3	0.806	WP_071597806.1	*	*	WP_075807918.1	WP_081120938.1	*	*
3	3	0.802	WP_080508236.1	*	*	WP_080508236.1	WP_081120811.1	*	*
3	3	0.801	WP_071597811.1	*	*	WP_012151178.1	WP_081120766.1	*	*
3	3	0.8	WP_071597815.1	*	*	WP_075807929.1	WP_082066660.1	*	*
3	3	0.799	WP_010976722.1	*	WP_011476729.1	WP_012150263.1	*	*	*
3	3	0.794	WP_026054939.1	*	*	WP_012150432.1	WP_045800186.1	*	*
3	3	0.793	WP_010977085.1	*	*	WP_075807906.1	WP_014392076.1	*	*
3	3	0.792	WP_016830947.1	*	WP_011478066.1	WP_012151273.1	*	*	*
3	3	0.789	WP_010977424.1	*	*	WP_012150991.1	WP_053351036.1	*	*
3	3	0.787	WP_071597838.1	*	*	WP_075807954.1	WP_081120948.1	*	*
3	3	0.782	WP_010977113.1	*	*	WP_012262329.1	WP_053350964.1	*	*
3	3	0.78	WP_010976707.1	*	*	WP_012262176.1	WP_053351137.1	*	*
3	3	0.777	WP_071597829.1	*	WP_011477043.1	WP_075807942.1	*	*	*
3	3	0.769	WP_010977372.1	*	WP_011477542.1	WP_012150888.1	*	*	*
3	3	0.767	WP_010977553.1	*	*	WP_012151110.1	WP_045800458.1	*	*
3	3	0.766	WP_010977451.1	*	WP_049749285.1	WP_075807955.1	*	*	*
3	3	0.766	WP_071597842.1	*	*	WP_080581268.1	WP_081121026.1	*	*
3	3	0.757	WP_029374442.1	*	WP_011477679.1	WP_012150592.1	*	*	*
3	3	0.743	*	WP_011190627.1	*	*	*	NP_220554.1	WP_014411648.1
3	3	0.74	WP_081420711.1	*	*	WP_075807911.1	WP_081120901.1	*	*
3	3	0.739	WP_010976913.1	*	*	WP_012150471.1	WP_041860566.1	*	*
3	3	0.737	WP_016830642.1	*	*	WP_075807898.1	WP_041860486.1	*	*
3	3	0.723	WP_041471731.1	*	*	WP_012151017.1	WP_045800366.1	*	*
3	3	0.718	WP_041471745.1	*	*	WP_012151305.1	WP_053351122.1	*	*
3	3	0.713	WP_014273104.1	*	*	WP_075807889.1	WP_095531986.1	*	*
3	3	0.707	WP_041471724.1	*	WP_011477034.1	WP_012150936.1	*	*	*
3	3	0.702	WP_010977475.1	*	*	WP_012151034.1	WP_082066738.1	*	*
3	3	0.7	*	WP_044286880.1	*	*	*	NP_220935.1	WP_010886324.1
3	3	0.699	*	*	WP_011477305.1	WP_012150606.1	WP_045800525.1	*	*
3	3	0.686	WP_010977356.1	*	WP_011477151.1	WP_012150920.1	*	*	*
3	3	0.67	WP_010977050.1	*	*	WP_012262299.1	WP_045800246.1	*	*
3	3	0.666	WP_071597820.1	*	*	WP_012262596.1	WP_082066668.1	*	*
3	3	0.66	WP_012262374.1	*	*	WP_012262374.1	WP_014392203.1	*	*
3	3	0.654	WP_029374486.1	*	WP_081423349.1	*	WP_082066728.1	*	*
3	3	0.65	WP_010977851.1	*	*	WP_014362505.1	WP_053351136.1	*	*
3	3	0.648	WP_010977208.1	*	*	WP_041472473.1	WP_045800535.1	*	*
3	3	0.646	WP_041471723.1	*	WP_012151577.1	WP_012150792.1	*	*	*
3	3	0.621	WP_010976977.1	*	*	WP_012262279.1	WP_014391963.1	*	*
3	3	0.618	*	*	WP_011477895.1	WP_012150802.1	WP_053351016.1	*	*
3	3	0.618	WP_041471747.1	WP_011191195.1	*	*	*	*	WP_004596953.1
3	3	0.614	WP_071597776.1	*	*	WP_012150354.1	WP_045800153.1	*	*
3	3	0.592	WP_010977848.1	*	WP_011478073.1	WP_012262619.1	*	*	*
3	3	0.568	WP_081420715.1	*	*	WP_080508224.1	WP_081120795.1	*	*
3	3	0.566	WP_081420722.1	*	*	WP_041472438.1	WP_014392556.1	*	*
3	3	0.549	WP_004997160.1	*	WP_011477900.1	WP_012151419.1	*	*	*
3	3	0.545	WP_010977496.1	*	WP_081178547.1	*	WP_014392335.1	*	*
3	3	0.531	WP_016830933.1	*	WP_011476875.1	WP_012151224.1	*	*	*
3	3	0.53	WP_010977298.1	*	WP_011477350.1	WP_012150860.1	*	*	*
3	3	0.529	WP_010977617.1	*	WP_081423346.1	WP_014362578.1	*	*	*
3	3	0.514	WP_010976937.1	*	WP_011477229.1	*	WP_014391928.1	*	*
3	3	0.474	WP_016830922.1	*	WP_081423348.1	WP_041472442.1	*	*	*
3	3	0.449	*	WP_011190491.1	*	*	*	NP_220412.1	WP_010886192.1
3	3	0.437	WP_010977152.1	*	WP_041804829.1	WP_012262343.1	*	*	*
3	3	0.435	WP_010977452.1	*	WP_011477296.1	WP_012262472.1	*	*	*
3	3	0.377	WP_004995637.1	*	WP_011477123.1	WP_012150866.1	*	*	*
3	3	0.347	WP_010976899.1	*	WP_011477767.1	WP_012150455.1	*	*	*
3	3	0.331	*	*	*	*	WP_053351163.1	YP_008550191.1	WP_004598044.1
3	3	0.311	WP_071597819.1	*	WP_011478052.1	WP_012151284.1	*	*	*
3	3	0.311	WP_081420712.1	*	WP_081423305.1	*	WP_081120904.1	*	*
3	3	0.306	WP_010977300.1	*	WP_011477899.1	*	WP_014392282.1	*	*
3	3	0.291	WP_016830910.1	*	*	WP_075807960.1	WP_041860531.1	*	*
3	3	0.277	WP_081420729.1	*	WP_011476887.1	WP_075807930.1	*	*	*
3	3	0.275	WP_010977728.1	*	WP_011476890.1	WP_012151275.1	*	*	*
3	3	0.274	WP_010977736.1	*	*	WP_012151287.1	WP_041860541.1	*	*
3	3	0.27	WP_041471725.1	*	*	WP_014362361.1	WP_082262790.1	*	*
3	3	0.26	WP_016945970.1	*	WP_011477314.1	WP_041472465.1	*	*	*
3	3	0.252	WP_010977306.1	*	*	WP_012262444.1	WP_014392474.1	*	*
3	3	0.249	*	*	WP_011476728.1	WP_012150265.1	WP_082262771.1	*	*
3	3	0.228	WP_081420731.1	*	*	WP_075807932.1	WP_050982621.1	*	*
3	3	0.209	WP_081420703.1	*	*	WP_075807894.1	WP_095531998.1	*	*
3	3	0.202	WP_010977082.1	*	WP_011477483.1	*	WP_041860504.1	*	*
3	3	0.185	*	*	WP_011477245.1	WP_012150948.1	WP_041860612.1	*	*
3	3	0.154	WP_010977030.1	*	*	WP_012150586.1	WP_081121025.1	*	*
3	3	0.131	WP_004995655.1	*	WP_012152293.1	*	WP_045800329.1	*	*
2	4	0.494	*	*	WP_011477220.1,WP_011477223.1	*	WP_053351072.1,WP_097920926.1	*	*
2	4	0.242	*	*	WP_011476761.1,WP_011477805.1,WP_011478017.1	*	WP_053351177.1	*	*
2	3	0.328	*	*	WP_008579934.1	*	WP_053351019.1,WP_053351060.1	*	*
2	2	1	*	*	*	*	*	NP_220411.1	WP_004599701.1
2	2	1	*	*	*	*	*	NP_220446.1	WP_010886199.1
2	2	1	*	*	*	*	*	NP_220474.1	WP_004599727.1
2	2	1	*	*	*	*	*	NP_220475.1	WP_010886207.1
2	2	1	*	*	*	*	*	NP_220481.1	WP_004596514.1
2	2	1	*	*	*	*	*	NP_220695.1	WP_010886264.1
2	2	1	*	*	*	*	*	NP_220714.1	WP_004597455.1
2	2	1	*	*	*	*	*	NP_220865.1	WP_004599093.1
2	2	1	*	*	*	*	*	NP_220916.1	WP_010886316.1
2	2	1	*	*	*	*	*	NP_221068.1	WP_004598899.1
2	2	1	*	*	*	*	*	NP_221069.1	WP_004598042.1
2	2	1	*	*	*	*	*	NP_221070.1	WP_010886356.1
2	2	1	*	*	*	*	*	NP_221071.1	WP_004598910.1
2	2	1	*	*	*	*	*	NP_221072.1	WP_004598912.1
2	2	1	*	*	*	*	*	YP_008550182.1	WP_004599763.1
2	2	1	*	*	*	*	*	YP_008550190.1	WP_014411759.1
2	2	1	*	*	*	*	*	YP_008550194.1	WP_004598035.1
2	2	1	*	*	*	*	WP_095531993.1	YP_008550193.1	*
2	2	1	*	*	*	WP_012150237.1	WP_041860469.1	*	*
2	2	1	*	*	*	WP_012150334.1	WP_041860481.1	*	*
2	2	1	*	*	*	WP_012150417.1	WP_053350908.1	*	*
2	2	1	*	*	*	WP_012150500.1	WP_053350925.1	*	*
2	2	1	*	*	*	WP_012150578.1	WP_041860570.1	*	*
2	2	1	*	*	*	WP_012150673.1	WP_014392106.1	*	*
2	2	1	*	*	*	WP_012150680.1	WP_014392115.1	*	*
2	2	1	*	*	*	WP_012150905.1	WP_045800551.1	*	*
2	2	1	*	*	*	WP_012151003.1	WP_014392389.1	*	*
2	2	1	*	*	*	WP_012151004.1	WP_014392387.1	*	*
2	2	1	*	*	*	WP_012151050.1	WP_014386960.1	*	*
2	2	1	*	*	*	WP_012151106.1	WP_081120954.1	*	*
2	2	1	*	*	*	WP_012151161.1	WP_041860637.1	*	*
2	2	1	*	*	*	WP_012151170.1	WP_053351152.1	*	*
2	2	1	*	*	*	WP_012151248.1	WP_014392723.1	*	*
2	2	1	*	*	*	WP_012151301.1	WP_081120791.1	*	*
2	2	1	*	*	*	WP_012151365.1	WP_045799484.1	*	*
2	2	1	*	*	*	WP_012262234.1	WP_014391870.1	*	*
2	2	1	*	*	*	WP_012262251.1	WP_082262772.1	*	*
2	2	1	*	*	*	WP_012262254.1	WP_081120981.1	*	*
2	2	1	*	*	*	WP_012262441.1	WP_097920923.1	*	*
2	2	1	*	*	*	WP_012262471.1	WP_045799437.1	*	*
2	2	1	*	*	*	WP_012262533.1	WP_053351101.1	*	*
2	2	1	*	*	*	WP_014362484.1	WP_053351143.1	*	*
2	2	1	*	*	*	WP_075807917.1	WP_081120860.1	*	*
2	2	1	*	*	*	WP_075807958.1	WP_082262805.1	*	*
2	2	1	*	*	*	WP_080508217.1	WP_053350947.1	*	*
2	2	1	*	*	*	WP_080508228.1	WP_081120757.1	*	*
2	2	1	*	*	*	WP_080508231.1	WP_081121004.1	*	*
2	2	1	*	*	WP_008579916.1	*	WP_014392498.1	*	*
2	2	1	*	*	WP_008579918.1	*	WP_041860619.1	*	*
2	2	1	*	*	WP_008579929.1	*	WP_045800418.1	*	*
2	2	1	*	*	WP_008579930.1	*	WP_014392323.1	*	*
2	2	1	*	*	WP_008579933.1	*	WP_053351061.1	*	*
2	2	1	*	*	WP_008579937.1	*	WP_053351058.1	*	*
2	2	1	*	*	WP_011476802.1	*	WP_053351167.1	*	*
2	2	1	*	*	WP_011476979.1	*	WP_014391996.1	*	*
2	2	1	*	*	WP_011476982.1	*	WP_014392081.1	*	*
2	2	1	*	*	WP_011476997.1	*	WP_053351015.1	*	*
2	2	1	*	*	WP_011477030.1	*	WP_053351002.1	*	*
2	2	1	*	*	WP_011477073.1	*	WP_053351048.1	*	*
2	2	1	*	*	WP_011477104.1	*	WP_053351059.1	*	*
2	2	1	*	*	WP_011477105.1	*	WP_053351018.1	*	*
2	2	1	*	*	WP_011477106.1	*	WP_053351073.1	*	*
2	2	1	*	*	WP_011477107.1	*	WP_053351074.1	*	*
2	2	1	*	*	WP_011477109.1	*	WP_014392501.1	*	*
2	2	1	*	*	WP_011477147.1	*	WP_045799475.1	*	*
2	2	1	*	*	WP_011477182.1	*	WP_053351082.1	*	*
2	2	1	*	*	WP_011477298.1	*	WP_045800105.1	*	*
2	2	1	*	*	WP_011477326.1	*	WP_053351105.1	*	*
2	2	1	*	*	WP_011477501.1	*	WP_082262776.1	*	*
2	2	1	*	*	WP_011477604.1	*	WP_052688496.1	*	*
2	2	1	*	*	WP_011477738.1	WP_012151415.1	*	*	*
2	2	1	*	*	WP_011477834.1	*	WP_014391833.1	*	*
2	2	1	*	*	WP_011477987.1	*	WP_053350893.1	*	*
2	2	1	*	*	WP_011477988.1	*	WP_053351138.1	*	*
2	2	1	*	*	WP_011478034.1	WP_012151469.1	*	*	*
2	2	1	*	*	WP_011478057.1	*	WP_053350938.1	*	*
2	2	1	*	*	WP_012151648.1	*	WP_014391897.1	*	*
2	2	1	*	*	WP_041804629.1	*	WP_014392497.1	*	*
2	2	1	*	*	WP_041804835.1	*	WP_053351034.1	*	*
2	2	1	*	*	WP_081178380.1	WP_075807920.1	*	*	*
2	2	1	*	*	WP_081423317.1	WP_012262452.1	*	*	*
2	2	1	*	*	WP_081423326.1	*	WP_081120885.1	*	*
2	2	1	*	*	WP_081423330.1	*	WP_053351057.1	*	*
2	2	1	*	WP_011190970.1	*	*	*	*	WP_014411748.1
2	2	1	*	WP_011191051.1	*	*	*	*	WP_080508515.1
2	2	1	*	WP_081420748.1	*	*	*	*	WP_014411653.1
2	2	1	*	WP_081420752.1	*	*	*	*	WP_004596845.1
2	2	1	WP_004995697.1	*	*	WP_004995697.1	*	*	*
2	2	1	WP_004995786.1	*	*	WP_014362338.1	*	*	*
2	2	1	WP_004995964.1	*	*	WP_012150694.1	*	*	*
2	2	1	WP_004996141.1	*	*	WP_012150621.1	*	*	*
2	2	1	WP_004996895.1	*	*	WP_004996895.1	*	*	*
2	2	1	WP_004997274.1	*	*	*	WP_045800092.1	*	*
2	2	1	WP_004997461.1	*	WP_081178364.1	*	*	*	*
2	2	1	WP_004997554.1	*	*	*	WP_014391973.1	*	*
2	2	1	WP_004997861.1	*	WP_011477422.1	*	*	*	*
2	2	1	WP_004997979.1	*	*	WP_012151067.1	*	*	*
2	2	1	WP_004998146.1	*	*	WP_012262466.1	*	*	*
2	2	1	WP_004998166.1	*	*	WP_012150995.1	*	*	*
2	2	1	WP_004998229.1	*	*	WP_012150955.1	*	*	*
2	2	1	WP_004998286.1	*	*	WP_012150932.1	*	*	*
2	2	1	WP_004998335.1	*	*	*	WP_041860518.1	*	*
2	2	1	WP_010976705.1	*	*	WP_012262175.1	*	*	*
2	2	1	WP_010976709.1	*	*	*	WP_053350878.1	*	*
2	2	1	WP_010976710.1	*	*	WP_010976710.1	*	*	*
2	2	1	WP_010976736.1	*	*	WP_080508237.1	*	*	*
2	2	1	WP_010976737.1	*	*	*	WP_045799370.1	*	*
2	2	1	WP_010976743.1	*	*	*	WP_041860555.1	*	*
2	2	1	WP_010976762.1	*	*	WP_014362445.1	*	*	*
2	2	1	WP_010976764.1	*	*	WP_010976764.1	*	*	*
2	2	1	WP_010976805.1	*	*	WP_012150348.1	*	*	*
2	2	1	WP_010976806.1	*	*	WP_012150349.1	*	*	*
2	2	1	WP_010976807.1	*	*	WP_012150350.1	*	*	*
2	2	1	WP_010976882.1	*	*	WP_012262242.1	*	*	*
2	2	1	WP_010976883.1	*	*	WP_041472471.1	*	*	*
2	2	1	WP_010976908.1	*	*	WP_012150466.1	*	*	*
2	2	1	WP_010976914.1	*	*	WP_012150472.1	*	*	*
2	2	1	WP_010976925.1	*	*	WP_012150482.1	*	*	*
2	2	1	WP_010976956.1	*	*	*	WP_082066730.1	*	*
2	2	1	WP_010976960.1	*	*	*	*	NP_220769.1	*
2	2	1	WP_010976975.1	*	*	WP_012262278.1	*	*	*
2	2	1	WP_010976976.1	*	*	WP_012150531.1	*	*	*
2	2	1	WP_010977005.1	*	*	WP_012150563.1	*	*	*
2	2	1	WP_010977026.1	*	*	*	WP_045800237.1	*	*
2	2	1	WP_010977051.1	*	*	WP_014362316.1	*	*	*
2	2	1	WP_010977067.1	*	*	WP_014362462.1	*	*	*
2	2	1	WP_010977084.1	*	*	WP_012262319.1	*	*	*
2	2	1	WP_010977086.1	*	*	WP_012150642.1	*	*	*
2	2	1	WP_010977093.1	*	*	WP_012150649.1	*	*	*
2	2	1	WP_010977104.1	*	*	WP_041472448.1	*	*	*
2	2	1	WP_010977109.1	*	*	WP_012150669.1	*	*	*
2	2	1	WP_010977119.1	*	*	WP_041472449.1	*	*	*
2	2	1	WP_010977148.1	*	*	WP_012150707.1	*	*	*
2	2	1	WP_010977154.1	*	*	WP_012150712.1	*	*	*
2	2	1	WP_010977155.1	*	*	*	WP_053350977.1	*	*
2	2	1	WP_010977187.1	*	*	WP_041472434.1	*	*	*
2	2	1	WP_010977190.1	*	*	WP_012150752.1	*	*	*
2	2	1	WP_010977200.1	*	*	WP_012262365.1	*	*	*
2	2	1	WP_010977207.1	*	*	WP_041472334.1	*	*	*
2	2	1	WP_010977236.1	*	*	WP_012150797.1	*	*	*
2	2	1	WP_010977241.1	*	*	WP_012150806.1	*	*	*
2	2	1	WP_010977269.1	*	*	WP_012150835.1	*	*	*
2	2	1	WP_010977299.1	*	*	WP_012262403.1	*	*	*
2	2	1	WP_010977324.1	*	*	WP_012150938.1	*	*	*
2	2	1	WP_010977339.1	*	*	WP_012150907.1	*	*	*
2	2	1	WP_010977346.1	*	*	WP_012262425.1	*	*	*
2	2	1	WP_010977352.1	*	*	*	WP_045800389.1	*	*
2	2	1	WP_010977358.1	*	*	WP_012150921.1	*	*	*
2	2	1	WP_010977359.1	*	*	WP_012150922.1	*	*	*
2	2	1	WP_010977360.1	*	*	WP_014362360.1	*	*	*
2	2	1	WP_010977414.1	*	*	WP_012150979.1	*	*	*
2	2	1	WP_010977433.1	*	*	WP_012151001.1	*	*	*
2	2	1	WP_010977437.1	*	*	WP_012151007.1	*	*	*
2	2	1	WP_010977449.1	*	*	WP_012262470.1	*	*	*
2	2	1	WP_010977454.1	*	*	WP_012151013.1	*	*	*
2	2	1	WP_010977467.1	*	*	*	WP_014392365.1	*	*
2	2	1	WP_010977469.1	*	*	WP_012262483.1	*	*	*
2	2	1	WP_010977482.1	*	*	WP_012151041.1	*	*	*
2	2	1	WP_010977483.1	*	*	WP_012262488.1	*	*	*
