Orthogroup	c1	c2	c3	c4	c5
OG0000082	lcl|NC_000922.1_prot_NP_224281.1_62	lcl|NC_005043.1_prot_WP_010882723.1_71	lcl|NC_002491.1_prot_WP_010882723.1_75	lcl|NC_017285.1_prot_WP_010882723.1_664	lcl|AE002161.1_prot_AAF38510.1_691
OG0000083	lcl|NC_000922.1_prot_NP_224282.1_63	lcl|NC_005043.1_prot_WP_010882724.1_72	lcl|NC_002491.1_prot_WP_010882724.1_76	lcl|NC_017285.1_prot_WP_010882724.1_663	lcl|AE002161.1_prot_AAF38509.1_690
OG0000084	lcl|NC_000922.1_prot_NP_224283.1_64	lcl|NC_005043.1_prot_WP_010882725.1_73	lcl|NC_002491.1_prot_WP_010882725.1_77	lcl|NC_017285.1_prot_WP_010882725.1_662	lcl|AE002161.1_prot_AAF38508.1_689
OG0000085	lcl|NC_000922.1_prot_NP_224284.1_65	lcl|NC_005043.1_prot_WP_010882726.1_74	lcl|NC_002491.1_prot_WP_010892148.1_78	lcl|NC_017285.1_prot_WP_014517994.1_661	lcl|AE002161.1_prot_AAF38507.1_688
OG0000086	lcl|NC_000922.1_prot_NP_224285.1_66	lcl|NC_005043.1_prot_WP_010882727.1_75	lcl|NC_002491.1_prot_WP_010882727.1_79	lcl|NC_017285.1_prot_WP_010882727.1_660	lcl|AE002161.1_prot_AAF38506.1_687
OG0000087	lcl|NC_000922.1_prot_NP_224286.1_67	lcl|NC_005043.1_prot_WP_010882728.1_76	lcl|NC_002491.1_prot_WP_010882728.1_80	lcl|NC_017285.1_prot_WP_014517992.1_659	lcl|AE002161.1_prot_AAF38505.1_686
OG0000088	lcl|NC_000922.1_prot_NP_224287.1_68	lcl|NC_005043.1_prot_WP_010882729.1_77	lcl|NC_002491.1_prot_WP_010882729.1_81	lcl|NC_017285.1_prot_WP_014517991.1_658	lcl|AE002161.1_prot_AAF38504.1_685
OG0000089	lcl|NC_000922.1_prot_NP_224288.1_69	lcl|NC_005043.1_prot_WP_010882730.1_78	lcl|NC_002491.1_prot_WP_010882730.1_82	lcl|NC_017285.1_prot_WP_010882730.1_657	lcl|AE002161.1_prot_AAF38503.1_684
OG0000090	lcl|NC_000922.1_prot_NP_224289.1_70	lcl|NC_005043.1_prot_WP_010882731.1_79	lcl|NC_002491.1_prot_WP_010895277.1_83	lcl|NC_017285.1_prot_WP_014517989.1_656	lcl|AE002161.1_prot_AAF38502.1_683
OG0000091	lcl|NC_000922.1_prot_NP_224290.1_71	lcl|NC_005043.1_prot_WP_010895278.1_80	lcl|NC_002491.1_prot_WP_010895278.1_84	lcl|NC_017285.1_prot_WP_014517988.1_655	lcl|AE002161.1_prot_AAF38501.1_682
OG0000092	lcl|NC_000922.1_prot_NP_224291.1_72	lcl|NC_005043.1_prot_WP_010882733.1_81	lcl|NC_002491.1_prot_WP_010882733.1_85	lcl|NC_017285.1_prot_WP_014517987.1_654	lcl|AE002161.1_prot_AAF38500.1_681
OG0000093	lcl|NC_000922.1_prot_NP_224292.1_73	lcl|NC_005043.1_prot_WP_010882734.1_82	lcl|NC_002491.1_prot_WP_010882734.1_86	lcl|NC_017285.1_prot_WP_080511694.1_653	lcl|AE002161.1_prot_AAF38499.1_680
OG0000094	lcl|NC_000922.1_prot_NP_224293.1_74	lcl|NC_005043.1_prot_WP_010882735.1_83	lcl|NC_002491.1_prot_WP_010882735.1_87	lcl|NC_017285.1_prot_WP_014517985.1_652	lcl|AE002161.1_prot_AAF38498.1_679
OG0000095	lcl|NC_000922.1_prot_NP_224294.1_75	lcl|NC_005043.1_prot_WP_010882736.1_84	lcl|NC_002491.1_prot_WP_010882736.1_88	lcl|NC_017285.1_prot_WP_014517983.1_651	lcl|AE002161.1_prot_AAF73697.1_677
OG0000096	lcl|NC_000922.1_prot_NP_224295.1_76	lcl|NC_005043.1_prot_WP_011126058.1_85	lcl|NC_002491.1_prot_WP_010892143.1_89	lcl|NC_017285.1_prot_WP_010882737.1_650	lcl|AE002161.1_prot_AAF38496.1_676
OG0000097	lcl|NC_000922.1_prot_NP_224296.1_77	lcl|NC_005043.1_prot_WP_010882738.1_86	lcl|NC_002491.1_prot_WP_010882738.1_90	lcl|NC_017285.1_prot_WP_014517982.1_649	lcl|AE002161.1_prot_AAF38495.1_675
OG0000098	lcl|NC_000922.1_prot_NP_224297.1_78	lcl|NC_005043.1_prot_WP_010882739.1_87	lcl|NC_002491.1_prot_WP_010882739.1_91	lcl|NC_017285.1_prot_WP_014517981.1_648	lcl|AE002161.1_prot_AAF38494.1_674
OG0000099	lcl|NC_000922.1_prot_NP_224298.1_79	lcl|NC_005043.1_prot_WP_010882740.1_88	lcl|NC_002491.1_prot_WP_010882740.1_92	lcl|NC_017285.1_prot_WP_014517980.1_647	lcl|AE002161.1_prot_AAF73696.1_673
OG0000100	lcl|NC_000922.1_prot_NP_224299.1_80	lcl|NC_005043.1_prot_WP_010882741.1_89	lcl|NC_002491.1_prot_WP_010895279.1_93	lcl|NC_017285.1_prot_WP_014517979.1_646	lcl|AE002161.1_prot_AAF38493.1_672
OG0000101	lcl|NC_000922.1_prot_NP_224300.1_81	lcl|NC_005043.1_prot_WP_010882742.1_90	lcl|NC_002491.1_prot_WP_010882742.1_94	lcl|NC_017285.1_prot_WP_010882742.1_645	lcl|AE002161.1_prot_AAF38492.1_671
OG0000102	lcl|NC_000922.1_prot_NP_224301.1_82	lcl|NC_005043.1_prot_WP_010882743.1_91	lcl|NC_002491.1_prot_WP_010882743.1_95	lcl|NC_017285.1_prot_WP_010882743.1_644	lcl|AE002161.1_prot_AAF38491.1_670
OG0000103	lcl|NC_000922.1_prot_NP_224302.1_83	lcl|NC_005043.1_prot_WP_010882744.1_92	lcl|NC_002491.1_prot_WP_010882744.1_96	lcl|NC_017285.1_prot_WP_014517976.1_643	lcl|AE002161.1_prot_AAF38490.1_669
OG0000104	lcl|NC_000922.1_prot_NP_224303.2_84	lcl|NC_005043.1_prot_WP_010882745.1_93	lcl|NC_002491.1_prot_WP_010882745.1_97	lcl|NC_017285.1_prot_WP_014517975.1_642	lcl|AE002161.1_prot_AAF73695.1_668
OG0000105	lcl|NC_000922.1_prot_NP_224304.1_85	lcl|NC_005043.1_prot_WP_010882746.1_94	lcl|NC_002491.1_prot_WP_010895280.1_98	lcl|NC_017285.1_prot_WP_014517974.1_641	lcl|AE002161.1_prot_AAF38489.1_667
OG0000106	lcl|NC_000922.1_prot_NP_224305.1_86	lcl|NC_005043.1_prot_WP_010882747.1_95	lcl|NC_002491.1_prot_WP_010895281.1_99	lcl|NC_017285.1_prot_WP_014517973.1_640	lcl|AE002161.1_prot_AAF38488.1_666
OG0000107	lcl|NC_000922.1_prot_NP_224306.1_87	lcl|NC_005043.1_prot_WP_011126060.1_96	lcl|NC_002491.1_prot_100	lcl|NC_017285.1_prot_WP_014517972.1_639	lcl|AE002161.1_prot_AAF38487.1_665
OG0000108	lcl|NC_000922.1_prot_YP_008470949.1_88	lcl|NC_005043.1_prot_WP_011126061.1_97	lcl|NC_002491.1_prot_WP_010892139.1_101	lcl|NC_017285.1_prot_WP_014517971.1_638	lcl|AE002161.1_prot_AAF38486.1_664
OG0000109	lcl|NC_000922.1_prot_NP_224308.1_89	lcl|NC_005043.1_prot_WP_010882750.1_98	lcl|NC_002491.1_prot_WP_010882750.1_102	lcl|NC_017285.1_prot_WP_080511693.1_637	lcl|AE002161.1_prot_AAF38485.1_663
OG0000110	lcl|NC_000922.1_prot_NP_224309.1_90	lcl|NC_005043.1_prot_WP_010882751.1_99	lcl|NC_002491.1_prot_WP_010882751.1_103	lcl|NC_017285.1_prot_WP_010882751.1_636	lcl|AE002161.1_prot_AAF38484.1_662
OG0000111	lcl|NC_000922.1_prot_NP_224310.1_91	lcl|NC_005043.1_prot_WP_010882752.1_100	lcl|NC_002491.1_prot_WP_010882752.1_104	lcl|NC_017285.1_prot_WP_014517969.1_635	lcl|AE002161.1_prot_AAF73694.1_661
OG0000112	lcl|NC_000922.1_prot_NP_224311.1_92	lcl|NC_005043.1_prot_WP_010882753.1_101	lcl|NC_002491.1_prot_WP_010882753.1_105	lcl|NC_017285.1_prot_WP_014517968.1_634	lcl|AE002161.1_prot_AAF38483.1_660
OG0000113	lcl|NC_000922.1_prot_NP_224312.1_93	lcl|NC_005043.1_prot_WP_010882754.1_102	lcl|NC_002491.1_prot_WP_010882754.1_106	lcl|NC_017285.1_prot_WP_014517967.1_633	lcl|AE002161.1_prot_AAF38482.1_659
OG0000114	lcl|NC_000922.1_prot_NP_224313.1_94	lcl|NC_005043.1_prot_WP_010882755.1_103	lcl|NC_002491.1_prot_WP_010882755.1_107	lcl|NC_017285.1_prot_WP_080511717.1_632	lcl|AE002161.1_prot_AAF38481.1_658
OG0000115	lcl|NC_000922.1_prot_NP_224314.1_95	lcl|NC_005043.1_prot_WP_011126064.1_104	lcl|NC_002491.1_prot_WP_010882756.1_108	lcl|NC_017285.1_prot_WP_035416808.1_631	lcl|AE002161.1_prot_AAF38480.1_657
OG0000116	lcl|NC_000922.1_prot_NP_224315.1_96	lcl|NC_005043.1_prot_WP_010882757.1_105	lcl|NC_002491.1_prot_WP_010882757.1_109	lcl|NC_017285.1_prot_WP_035416810.1_630	lcl|AE002161.1_prot_AAF38479.1_656
OG0000117	lcl|NC_000922.1_prot_NP_224316.1_97	lcl|NC_005043.1_prot_WP_010882758.1_106	lcl|NC_002491.1_prot_WP_010882758.1_110	lcl|NC_017285.1_prot_629	lcl|AE002161.1_prot_AAF38478.1_655
OG0000118	lcl|NC_000922.1_prot_NP_224317.1_98	lcl|NC_005043.1_prot_WP_011126067.1_107	lcl|NC_002491.1_prot_WP_010882759.1_111	lcl|NC_017285.1_prot_WP_014517962.1_628	lcl|AE002161.1_prot_AAF38477.1_654
OG0000119	lcl|NC_000922.1_prot_NP_224318.1_99	lcl|NC_005043.1_prot_WP_010882760.1_108	lcl|NC_002491.1_prot_WP_010895285.1_112	lcl|NC_017285.1_prot_WP_014517961.1_627	lcl|AE002161.1_prot_AAF38476.1_653
OG0000120	lcl|NC_000922.1_prot_NP_224319.1_100	lcl|NC_005043.1_prot_WP_010882761.1_109	lcl|NC_002491.1_prot_WP_010882761.1_113	lcl|NC_017285.1_prot_WP_014517959.1_626	lcl|AE002161.1_prot_AAF38474.1_651
OG0000121	lcl|NC_000922.1_prot_NP_224320.1_101	lcl|NC_005043.1_prot_WP_010882762.1_110	lcl|NC_002491.1_prot_WP_010882762.1_114	lcl|NC_017285.1_prot_WP_010882762.1_625	lcl|AE002161.1_prot_AAF38473.1_650
OG0000122	lcl|NC_000922.1_prot_NP_224322.1_103	lcl|NC_005043.1_prot_WP_010882764.1_112	lcl|NC_002491.1_prot_WP_010882764.1_116	lcl|NC_017285.1_prot_WP_010882764.1_623	lcl|AE002161.1_prot_AAF73693.1_648
OG0000123	lcl|NC_000922.1_prot_NP_224323.1_104	lcl|NC_005043.1_prot_WP_010892135.1_113	lcl|NC_002491.1_prot_WP_010892135.1_117	lcl|NC_017285.1_prot_WP_014517958.1_622	lcl|AE002161.1_prot_AAF38471.1_647
OG0000124	lcl|NC_000922.1_prot_NP_224324.1_105	lcl|NC_005043.1_prot_WP_010882766.1_114	lcl|NC_002491.1_prot_WP_010882766.1_118	lcl|NC_017285.1_prot_WP_010882766.1_621	lcl|AE002161.1_prot_AAF73692.1_646
OG0000125	lcl|NC_000922.1_prot_NP_224325.1_106	lcl|NC_005043.1_prot_WP_010882767.1_115	lcl|NC_002491.1_prot_WP_010882767.1_119	lcl|NC_017285.1_prot_WP_014517957.1_620	lcl|AE002161.1_prot_AAF38470.1_645
OG0000126	lcl|NC_000922.1_prot_NP_224326.1_107	lcl|NC_005043.1_prot_WP_010882768.1_116	lcl|NC_002491.1_prot_WP_010882768.1_120	lcl|NC_017285.1_prot_WP_010882768.1_619	lcl|AE002161.1_prot_AAF38469.1_644
OG0000127	lcl|NC_000922.1_prot_NP_224327.1_108	lcl|NC_005043.1_prot_WP_010882769.1_117	lcl|NC_002491.1_prot_WP_010882769.1_121	lcl|NC_017285.1_prot_WP_014517956.1_618	lcl|AE002161.1_prot_AAF73691.1_643
OG0000128	lcl|NC_000922.1_prot_NP_224328.1_109	lcl|NC_005043.1_prot_WP_010882770.1_118	lcl|NC_002491.1_prot_WP_010882770.1_122	lcl|NC_017285.1_prot_WP_014517955.1_617	lcl|AE002161.1_prot_AAF38468.1_642
OG0000129	lcl|NC_000922.1_prot_NP_224329.1_110	lcl|NC_005043.1_prot_WP_010882771.1_119	lcl|NC_002491.1_prot_WP_010882771.1_123	lcl|NC_017285.1_prot_WP_010882771.1_616	lcl|AE002161.1_prot_AAF38467.1_641
OG0000130	lcl|NC_000922.1_prot_NP_224330.1_111	lcl|NC_005043.1_prot_WP_011126070.1_120	lcl|NC_002491.1_prot_WP_010892134.1_124	lcl|NC_017285.1_prot_WP_011126070.1_615	lcl|AE002161.1_prot_AAF38466.1_640
OG0000131	lcl|NC_000922.1_prot_NP_224331.1_112	lcl|NC_005043.1_prot_WP_010882773.1_121	lcl|NC_002491.1_prot_WP_010895286.1_125	lcl|NC_017285.1_prot_WP_010882773.1_614	lcl|AE002161.1_prot_AAF38465.1_639
OG0000132	lcl|NC_000922.1_prot_NP_224332.1_113	lcl|NC_005043.1_prot_WP_072054068.1_122	lcl|NC_002491.1_prot_WP_080502227.1_126	lcl|NC_017285.1_prot_WP_080511716.1_613	lcl|AE002161.1_prot_AAF38464.1_638
OG0000133	lcl|NC_000922.1_prot_NP_224333.1_114	lcl|NC_005043.1_prot_WP_010882775.1_123	lcl|NC_002491.1_prot_WP_010895287.1_127	lcl|NC_017285.1_prot_WP_014517953.1_612	lcl|AE002161.1_prot_AAF38463.1_637
OG0000134	lcl|NC_000922.1_prot_NP_224335.1_116	lcl|NC_005043.1_prot_WP_010882777.1_125	lcl|NC_002491.1_prot_WP_010882777.1_129	lcl|NC_017285.1_prot_WP_014517951.1_610	lcl|AE002161.1_prot_AAF38460.1_634
OG0000135	lcl|NC_000922.1_prot_NP_224336.1_117	lcl|NC_005043.1_prot_WP_010882778.1_126	lcl|NC_002491.1_prot_WP_010882778.1_130	lcl|NC_017285.1_prot_WP_014517950.1_609	lcl|AE002161.1_prot_AAF38458.1_632
OG0000136	lcl|NC_000922.1_prot_NP_224339.1_118	lcl|NC_005043.1_prot_WP_010882781.1_128	lcl|NC_002491.1_prot_WP_010882781.1_132	lcl|NC_017285.1_prot_WP_014517948.1_607	lcl|AE002161.1_prot_AAF38456.1_630
OG0000137	lcl|NC_000922.1_prot_NP_224340.1_119	lcl|NC_005043.1_prot_WP_010892128.1_129	lcl|NC_002491.1_prot_WP_010892128.1_133	lcl|NC_017285.1_prot_WP_014517947.1_606	lcl|AE002161.1_prot_AAF38455.1_629
OG0000138	lcl|NC_000922.1_prot_NP_224341.1_120	lcl|NC_005043.1_prot_WP_010882783.1_130	lcl|NC_002491.1_prot_WP_010882783.1_134	lcl|NC_017285.1_prot_WP_010882783.1_605	lcl|AE002161.1_prot_AAF38454.1_628
OG0000139	lcl|NC_000922.1_prot_NP_224342.1_121	lcl|NC_005043.1_prot_WP_010882784.1_131	lcl|NC_002491.1_prot_WP_010882784.1_135	lcl|NC_017285.1_prot_WP_014517946.1_604	lcl|AE002161.1_prot_AAF38453.1_627
OG0000140	lcl|NC_000922.1_prot_NP_224343.1_122	lcl|NC_005043.1_prot_WP_010882785.1_132	lcl|NC_002491.1_prot_WP_010882785.1_136	lcl|NC_017285.1_prot_WP_010882785.1_603	lcl|AE002161.1_prot_AAF38452.1_626
OG0000141	lcl|NC_000922.1_prot_NP_224344.1_123	lcl|NC_005043.1_prot_WP_010882786.1_133	lcl|NC_002491.1_prot_WP_010882786.1_137	lcl|NC_017285.1_prot_WP_014517945.1_602	lcl|AE002161.1_prot_AAF38451.1_625
OG0000142	lcl|NC_000922.1_prot_NP_224345.1_124	lcl|NC_005043.1_prot_WP_010882787.1_134	lcl|NC_002491.1_prot_WP_010882787.1_138	lcl|NC_017285.1_prot_WP_014517944.1_601	lcl|AE002161.1_prot_AAF38450.1_624
OG0000143	lcl|NC_000922.1_prot_NP_224346.1_125	lcl|NC_005043.1_prot_WP_010882788.1_135	lcl|NC_002491.1_prot_WP_010892127.1_139	lcl|NC_017285.1_prot_WP_014517943.1_600	lcl|AE002161.1_prot_AAF38449.1_623
OG0000144	lcl|NC_000922.1_prot_NP_224347.1_126	lcl|NC_005043.1_prot_WP_010882789.1_136	lcl|NC_002491.1_prot_WP_010882789.1_140	lcl|NC_017285.1_prot_WP_014517942.1_599	lcl|AE002161.1_prot_AAF38448.1_622
OG0000145	lcl|NC_000922.1_prot_NP_224348.1_127	lcl|NC_005043.1_prot_WP_010882790.1_137	lcl|NC_002491.1_prot_WP_010882790.1_141	lcl|NC_017285.1_prot_WP_010882790.1_598	lcl|AE002161.1_prot_AAF38447.1_621
OG0000146	lcl|NC_000922.1_prot_NP_224349.1_128	lcl|NC_005043.1_prot_WP_010882791.1_138	lcl|NC_002491.1_prot_WP_010882791.1_142	lcl|NC_017285.1_prot_WP_014517941.1_597	lcl|AE002161.1_prot_AAF38446.1_620
OG0000147	lcl|NC_000922.1_prot_NP_224352.1_130	lcl|NC_005043.1_prot_WP_010882794.1_141	lcl|NC_002491.1_prot_WP_010882794.1_145	lcl|NC_017285.1_prot_WP_010882794.1_594	lcl|AE002161.1_prot_AAF38444.1_618
OG0000148	lcl|NC_000922.1_prot_NP_224353.1_131	lcl|NC_005043.1_prot_WP_010882795.1_142	lcl|NC_002491.1_prot_WP_010882795.1_146	lcl|NC_017285.1_prot_WP_080511692.1_593	lcl|AE002161.1_prot_AAF38443.1_617
OG0000149	lcl|NC_000922.1_prot_NP_224354.1_132	lcl|NC_005043.1_prot_WP_010882796.1_143	lcl|NC_002491.1_prot_WP_010882796.1_147	lcl|NC_017285.1_prot_592	lcl|AE002161.1_prot_AAF38442.1_616
OG0000150	lcl|NC_000922.1_prot_NP_224355.1_133	lcl|NC_005043.1_prot_WP_010882797.1_144	lcl|NC_002491.1_prot_WP_010882797.1_148	lcl|NC_017285.1_prot_591	lcl|AE002161.1_prot_AAF38441.1_615
OG0000151	lcl|NC_000922.1_prot_NP_224357.1_135	lcl|NC_005043.1_prot_WP_010882799.1_146	lcl|NC_002491.1_prot_WP_010882799.1_150	lcl|NC_017285.1_prot_590	lcl|AE002161.1_prot_AAF38439.1_613
OG0000152	lcl|NC_000922.1_prot_NP_224358.1_136	lcl|NC_005043.1_prot_WP_010895288.1_147	lcl|NC_002491.1_prot_WP_010895288.1_151	lcl|NC_017285.1_prot_WP_014517931.1_589	lcl|AE002161.1_prot_AAF38438.1_612
OG0000153	lcl|NC_000922.1_prot_NP_224359.1_137	lcl|NC_005043.1_prot_WP_010882801.1_148	lcl|NC_002491.1_prot_WP_010882801.1_152	lcl|NC_017285.1_prot_WP_014517930.1_588	lcl|AE002161.1_prot_AAF38437.2_611
OG0000154	lcl|NC_000922.1_prot_NP_224360.1_138	lcl|NC_005043.1_prot_WP_010892120.1_149	lcl|NC_002491.1_prot_WP_010892120.1_153	lcl|NC_017285.1_prot_WP_014517929.1_587	lcl|AE002161.1_prot_AAF38435.1_609
OG0000155	lcl|NC_000922.1_prot_NP_224361.1_139	lcl|NC_005043.1_prot_WP_010882803.1_150	lcl|NC_002491.1_prot_WP_010882803.1_154	lcl|NC_017285.1_prot_WP_014517928.1_586	lcl|AE002161.1_prot_AAF38433.1_607
OG0000156	lcl|NC_000922.1_prot_NP_224362.1_140	lcl|NC_005043.1_prot_WP_010882804.1_151	lcl|NC_002491.1_prot_WP_010892118.1_155	lcl|NC_017285.1_prot_WP_014517927.1_585	lcl|AE002161.1_prot_AAF38432.1_606
OG0000157	lcl|NC_000922.1_prot_NP_224363.1_141	lcl|NC_005043.1_prot_WP_010882805.1_152	lcl|NC_002491.1_prot_WP_010882805.1_156	lcl|NC_017285.1_prot_584	lcl|AE002161.1_prot_AAF38431.1_605
OG0000158	lcl|NC_000922.1_prot_NP_224366.1_143	lcl|NC_005043.1_prot_WP_010882808.1_155	lcl|NC_002491.1_prot_WP_010882808.1_159	lcl|NC_017285.1_prot_WP_014517923.1_582	lcl|AE002161.1_prot_AAF73690.1_602
OG0000159	lcl|NC_000922.1_prot_NP_224368.1_145	lcl|NC_005043.1_prot_WP_010892116.1_157	lcl|NC_002491.1_prot_WP_010892116.1_161	lcl|NC_017285.1_prot_WP_014517922.1_581	lcl|AE002161.1_prot_AAF38427.1_600
OG0000160	lcl|NC_000922.1_prot_NP_224369.1_146	lcl|NC_005043.1_prot_WP_010882811.1_158	lcl|NC_002491.1_prot_WP_010882811.1_162	lcl|NC_017285.1_prot_WP_014517921.1_580	lcl|AE002161.1_prot_AAF38426.1_599
OG0000161	lcl|NC_000922.1_prot_NP_224370.1_147	lcl|NC_005043.1_prot_WP_010882812.1_159	lcl|NC_002491.1_prot_WP_010882812.1_163	lcl|NC_017285.1_prot_WP_014517920.1_579	lcl|AE002161.1_prot_AAF38425.1_598
OG0000162	lcl|NC_000922.1_prot_NP_224371.1_148	lcl|NC_005043.1_prot_WP_011126077.1_160	lcl|NC_002491.1_prot_WP_010882813.1_164	lcl|NC_017285.1_prot_WP_035416782.1_577	lcl|AE002161.1_prot_AAF38424.1_597
OG0000163	lcl|NC_000922.1_prot_NP_224372.1_149	lcl|NC_005043.1_prot_WP_010882814.1_161	lcl|NC_002491.1_prot_WP_010882814.1_165	lcl|NC_017285.1_prot_576	lcl|AE002161.1_prot_AAF38423.1_596
OG0000164	lcl|NC_000922.1_prot_NP_224374.1_151	lcl|NC_005043.1_prot_WP_010882816.1_163	lcl|NC_002491.1_prot_WP_010882816.1_167	lcl|NC_017285.1_prot_574	lcl|AE002161.1_prot_AAF38421.1_594
OG0000165	lcl|NC_000922.1_prot_NP_224375.1_152	lcl|NC_005043.1_prot_WP_010882817.1_164	lcl|NC_002491.1_prot_WP_010882817.1_168	lcl|NC_017285.1_prot_571	lcl|AE002161.1_prot_AAF38420.1_593
OG0000166	lcl|NC_000922.1_prot_NP_224383.1_158	lcl|NC_005043.1_prot_WP_010882825.1_171	lcl|NC_002491.1_prot_WP_010882825.1_175	lcl|NC_017285.1_prot_WP_014517913.1_569	lcl|AE002161.1_prot_AAF38412.1_585
OG0000167	lcl|NC_000922.1_prot_NP_224385.1_160	lcl|NC_005043.1_prot_WP_010892110.1_173	lcl|NC_002491.1_prot_WP_010892110.1_177	lcl|NC_017285.1_prot_WP_014517912.1_568	lcl|AE002161.1_prot_AAF73689.1_583
OG0000168	lcl|NC_000922.1_prot_NP_224386.1_161	lcl|NC_005043.1_prot_WP_010882828.1_174	lcl|NC_002491.1_prot_WP_010882828.1_178	lcl|NC_017285.1_prot_WP_014517911.1_567	lcl|AE002161.1_prot_AAF38410.1_582
OG0000169	lcl|NC_000922.1_prot_NP_224387.1_162	lcl|NC_005043.1_prot_WP_010882829.1_175	lcl|NC_002491.1_prot_WP_010882829.1_179	lcl|NC_017285.1_prot_WP_035416773.1_566	lcl|AE002161.1_prot_AAF38408.1_580
OG0000170	lcl|NC_000922.1_prot_NP_224388.1_163	lcl|NC_005043.1_prot_WP_010882830.1_176	lcl|NC_002491.1_prot_WP_010882830.1_180	lcl|NC_017285.1_prot_565	lcl|AE002161.1_prot_AAF38407.1_579
OG0000171	lcl|NC_000922.1_prot_NP_224389.1_164	lcl|NC_005043.1_prot_WP_041466949.1_177	lcl|NC_002491.1_prot_WP_042253951.1_181	lcl|NC_017285.1_prot_564	lcl|AE002161.1_prot_AAF38406.1_578
OG0000172	lcl|NC_000922.1_prot_NP_224391.1_166	lcl|NC_005043.1_prot_WP_010882833.1_179	lcl|NC_002491.1_prot_WP_010892107.1_183	lcl|NC_017285.1_prot_WP_014517909.1_563	lcl|AE002161.1_prot_AAF38404.1_576
OG0000173	lcl|NC_000922.1_prot_NP_224392.1_167	lcl|NC_005043.1_prot_WP_010882834.1_180	lcl|NC_002491.1_prot_WP_010882834.1_184	lcl|NC_017285.1_prot_WP_014517908.1_562	lcl|AE002161.1_prot_AAF38403.1_575
OG0000174	lcl|NC_000922.1_prot_NP_224393.1_168	lcl|NC_005043.1_prot_WP_010882835.1_181	lcl|NC_002491.1_prot_WP_010882835.1_185	lcl|NC_017285.1_prot_WP_014517907.1_561	lcl|AE002161.1_prot_AAF38402.1_574
OG0000175	lcl|NC_000922.1_prot_NP_224394.1_169	lcl|NC_005043.1_prot_WP_010882836.1_182	lcl|NC_002491.1_prot_WP_010895290.1_186	lcl|NC_017285.1_prot_WP_014517906.1_560	lcl|AE002161.1_prot_AAF38401.1_573
OG0000176	lcl|NC_000922.1_prot_NP_224395.1_170	lcl|NC_005043.1_prot_WP_010882837.1_183	lcl|NC_002491.1_prot_WP_010882837.1_187	lcl|NC_017285.1_prot_WP_014517905.1_559	lcl|AE002161.1_prot_AAF38399.1_571
OG0000177	lcl|NC_000922.1_prot_NP_224396.1_171	lcl|NC_005043.1_prot_WP_010882838.1_184	lcl|NC_002491.1_prot_WP_010895291.1_188	lcl|NC_017285.1_prot_WP_014517904.1_558	lcl|AE002161.1_prot_AAF38398.1_570
OG0000178	lcl|NC_000922.1_prot_NP_224397.1_172	lcl|NC_005043.1_prot_WP_010882839.1_185	lcl|NC_002491.1_prot_WP_010895292.1_189	lcl|NC_017285.1_prot_WP_014517903.1_557	lcl|AE002161.1_prot_AAF38397.1_569
OG0000179	lcl|NC_000922.1_prot_NP_224398.1_173	lcl|NC_005043.1_prot_WP_011126080.1_186	lcl|NC_002491.1_prot_190	lcl|NC_017285.1_prot_WP_014517902.1_556	lcl|AE002161.1_prot_AAF38396.1_568
OG0000180	lcl|NC_000922.1_prot_NP_224399.1_174	lcl|NC_005043.1_prot_WP_010882841.1_187	lcl|NC_002491.1_prot_WP_010892103.1_191	lcl|NC_017285.1_prot_WP_014517901.1_555	lcl|AE002161.1_prot_AAF38395.1_567
OG0000181	lcl|NC_000922.1_prot_NP_224400.1_175	lcl|NC_005043.1_prot_WP_010882842.1_188	lcl|NC_002491.1_prot_WP_010882842.1_192	lcl|NC_017285.1_prot_WP_014517900.1_554	lcl|AE002161.1_prot_AAF38394.1_566
OG0000182	lcl|NC_000922.1_prot_NP_224401.1_176	lcl|NC_005043.1_prot_WP_010882843.1_189	lcl|NC_002491.1_prot_WP_010895294.1_193	lcl|NC_017285.1_prot_WP_014517899.1_553	lcl|AE002161.1_prot_AAF38393.1_565
OG0000183	lcl|NC_000922.1_prot_NP_224402.1_177	lcl|NC_005043.1_prot_WP_010882844.1_190	lcl|NC_002491.1_prot_WP_010882844.1_194	lcl|NC_017285.1_prot_WP_010882844.1_552	lcl|AE002161.1_prot_AAF38392.1_564
OG0000184	lcl|NC_000922.1_prot_NP_224403.1_178	lcl|NC_005043.1_prot_WP_010882845.1_191	lcl|NC_002491.1_prot_WP_010882845.1_195	lcl|NC_017285.1_prot_WP_014517898.1_551	lcl|AE002161.1_prot_AAF73688.1_563
OG0000185	lcl|NC_000922.1_prot_NP_224406.1_181	lcl|NC_005043.1_prot_WP_010882848.1_194	lcl|NC_002491.1_prot_WP_010882848.1_198	lcl|NC_017285.1_prot_WP_014517895.1_548	lcl|AE002161.1_prot_AAF38389.1_560
OG0000186	lcl|NC_000922.1_prot_NP_224407.1_182	lcl|NC_005043.1_prot_WP_010882849.1_195	lcl|NC_002491.1_prot_WP_010882849.1_199	lcl|NC_017285.1_prot_WP_035416770.1_547	lcl|AE002161.1_prot_AAF38388.1_559
